Img_id,Leaf_pixel_ratio,Edge_pixel_ratio,EXG,EXR,VARI,Variety,FreshWeightShoot,DryWeightShoot,Height,Diameter,LeafArea,DMC
342,0.27735256410256415,0.010740384615384624,0.1080045803392411,0.2267992924506516,-0.11879471211141045,Salanova,272.6,13.48,15.0,32.3,4255.6,0.04944974321349963
343,0.3414294871794872,0.042698717948717935,0.34307256113104057,0.17777485551133676,0.16529770561970386,Aphylion,406.0,15.97,25.0,30.0,5379.9,0.03933497536945813
344,0.28916506410256415,0.030565705128205112,0.33635854151871375,0.15760625900653785,0.17875228251217587,Aphylion,347.6,16.46,22.0,29.0,4117.0,0.04735327963176064
345,0.2875416666666667,0.025701923076923094,0.345886716974211,0.1563786098344432,0.18950810713976773,Aphylion,459.7,16.64,25.0,32.0,5316.5,0.03619752012181858
346,0.3178798076923077,0.031793269230769194,0.3400346709529563,0.16907462529582873,0.17096004565712772,Aphylion,364.8,14.69,24.5,33.0,4516.2,0.04026864035087719
347,0.40049358974358973,0.04802724358974364,0.33035084294075384,0.18039261079410585,0.14995823214664816,Aphylion,444.7,17.24,24.0,34.5,4995.6,0.038767708567573646
348,0.3428365384615385,0.0433685897435897,0.3359443588269759,0.17197604460985125,0.16396831421712466,Aphylion,425.6,16.47,20.5,34.0,5179.7,0.03869830827067669
349,0.2967467948717949,0.030307692307692258,0.3290091369161843,0.16914510869198043,0.15986402822420392,Aphylion,436.8,20.1,23.5,29.5,5163.4,0.04601648351648352
350,0.3906939102564102,0.0475096153846154,0.37077997808752866,0.11423908713708561,0.256540890950443,Aphylion,414.2,18.21,22.0,40.0,4891.7,0.043964268469338486
351,0.25544070512820516,0.034937499999999955,0.34495262147821715,0.11886666856768016,0.22608595291053699,Aphylion,224.0,11.56,20.0,21.0,4185.4,0.05160714285714286
352,0.33604967948717945,0.04700000000000004,0.3200849203672226,0.12994450498626942,0.19014041538095322,Aphylion,268.9,11.77,22.0,33.2,5218.3,0.04377091855708442
353,0.3071362179487179,0.04887980769230771,0.2925815301129026,0.13196772215280453,0.16061380796009805,Aphylion,313.1,14.15,21.0,34.5,6875.4,0.045193229000319385
354,0.31946634615384617,0.0407564102564103,0.3329419665483392,0.12013666984105302,0.21280529670728604,Aphylion,392.7,18.06,22.0,34.0,4694.0,0.045989304812834225
355,0.30058012820512825,0.045448717948717965,0.35220074779425004,0.1140453628547848,0.23815538493946517,Aphylion,276.3,14.48,21.3,31.5,3440.3,0.05240680419833514
356,0.2677852564102564,0.034442307692307716,0.3771790072407195,0.08861640594084878,0.28856260129987077,Aphylion,247.1,13.42,21.0,30.0,3398.0,0.05430999595305545
357,0.3583076923076923,0.026549679487179456,0.3084756513468318,0.16011379608181525,0.14836185526501663,Aphylion,314.0,15.84,18.0,32.5,4260.7,0.050445859872611465
358,0.32356089743589744,0.0257339743589744,0.3219340663877228,0.15722126569451522,0.16471280069320757,Aphylion,309.1,13.61,19.5,34.0,5136.8,0.04403105791006146
359,0.37117147435897435,0.0347291666666667,0.34174266816843674,0.17348882753456266,0.16825384063387394,Aphylion,371.0,15.41,20.5,37.0,5868.0,0.04153638814016172
360,0.42462179487179486,0.04191987179487178,0.3435870531686859,0.15881464600597003,0.18477240716271592,Aphylion,352.5,14.99,23.0,42.0,4960.8,0.042524822695035464
361,0.32002243589743595,0.038605769230769194,0.3356955103741884,0.17598480461495597,0.15971070575923238,Aphylion,292.4,14.07,22.0,32.0,4991.0,0.048119015047879625
362,0.31074358974358973,0.033165064102564146,0.3357938187208208,0.13374327083736592,0.20205054788345486,Aphylion,336.0,13.53,24.0,39.0,4429.8,0.04026785714285714
363,0.3391939102564102,0.0429342948717949,0.33748742924593716,0.12084825211837745,0.21663917712755956,Aphylion,405.7,16.71,23.0,40.0,5116.4,0.041188070002464876
364,0.19718589743589743,0.010620192307692289,-0.11069775497039572,0.45199627578252843,-0.562694030752924,Satine,228.4,11.11,17.5,25.0,2468.0,0.048642732049036776
365,0.15858173076923077,0.015514423076923078,-0.0451159881905073,0.39385511500358006,-0.43897110319408755,Satine,165.5,7.22,19.0,24.0,2064.9,0.04362537764350453
366,0.2445849358974359,0.014469551282051296,-0.0965638756184695,0.4515281113208226,-0.5480919869392921,Satine,279.4,10.93,19.0,27.0,3177.1,0.03911954187544739
367,0.23163301282051285,0.019700320512820557,-0.0542068772047017,0.4152438755945681,-0.46945075279926973,Satine,253.9,10.39,21.5,30.0,3154.7,0.04092162268609689
368,0.1803862179487179,0.012089743589743573,-0.08779318663052697,0.4286344434582139,-0.5164276300887408,Satine,172.7,7.9,18.0,26.5,2091.8,0.04574406485234511
369,0.16884455128205134,0.012951923076923055,-0.05438176962238316,0.39220847805303033,-0.44659024767541344,Satine,130.4,6.6,14.0,25.0,1899.6,0.05061349693251533
370,0.26455929487179486,0.015802884615384594,-0.045534476332035924,0.41075009040789756,-0.45628456673993356,Satine,308.3,12.81,16.0,26.5,3346.6,0.041550437885176775
371,0.22040224358974358,0.01720192307692303,-0.001371050853201755,0.32512571918043515,-0.32649677003363686,Satine,229.6,10.11,16.0,25.0,2620.8,0.04403310104529617
372,0.16763141025641026,0.01426121794871793,0.026622744301595926,0.2995623312786964,-0.2729395869771005,Satine,150.7,7.12,19.0,26.0,2758.6,0.04724618447246185
373,0.15557532051282053,0.014826923076923126,0.04024921154491578,0.2934409102968952,-0.25319169875197933,Satine,161.3,6.78,18.0,20.0,2027.4,0.04203347799132052
374,0.218786858974359,0.025636217948717954,0.04912960195766704,0.28954283818229476,-0.24041323622462776,Satine,257.6,11.98,20.5,26.0,2894.0,0.04650621118012422
375,0.23746794871794874,0.02147596153846154,0.013245919870184916,0.3182688586527575,-0.30502293878257253,Satine,251.9,10.97,16.0,26.0,2820.6,0.043549027391822155
376,0.14639102564102568,0.012307692307692353,-0.002296088535809035,0.3266441904338032,-0.32894027896961225,Satine,139.0,6.98,18.0,25.0,2559.6,0.0502158273381295
377,0.15821634615384617,0.018822115384615423,0.01790336355174153,0.2946463638778981,-0.2767430003261566,Satine,134.7,6.28,18.0,19.0,1817.7,0.04662212323682258
378,0.23171474358974364,0.019275641025641055,-0.017142068383197765,0.38180501527294297,-0.3989470836561407,Satine,175.4,8.41,19.5,28.5,2685.1,0.04794754846066134
379,0.2195032051282051,0.01633974358974355,0.026411649927288845,0.34176839819607635,-0.31535674826878757,Satine,145.3,7.08,17.0,23.0,2083.8,0.04872677219545767
380,0.25466826923076924,0.018019230769230732,0.04067537959958922,0.3258833382590621,-0.2852079586594729,Satine,186.2,8.34,17.5,27.5,2499.0,0.0447905477980666
381,0.20307211538461534,0.015743589743589692,-0.06515043210842723,0.41009511834586293,-0.4752455504542902,Satine,184.7,7.39,18.5,28.0,2420.3,0.040010828370330265
382,0.19121794871794873,0.01318910256410255,-0.037959108570568736,0.3839015597626141,-0.42186066833318286,Satine,213.5,8.77,18.0,24.0,2961.9,0.04107728337236534
383,0.21904487179487175,0.015549679487179446,-0.0074805243953918995,0.36797330130843164,-0.3754538257038236,Satine,206.0,8.41,18.0,22.0,2742.8,0.040825242718446605
384,0.235713141025641,0.01663301282051277,0.00557143502976436,0.34587403643048764,-0.34030260140072327,Satine,186.3,8.36,17.0,30.0,4076.6,0.044873859366612985
385,0.18644871794871798,0.010456730769230815,-0.030109968132715527,0.36897450023191514,-0.3990844683646307,Satine,167.1,8.33,17.3,26.0,2633.9,0.04985038898862956
386,0.19049679487179483,0.020551282051282094,0.08211240016925934,0.28266352505338893,-0.20055112488412952,Satine,196.2,7.62,12.0,15.6,2321.7,0.038837920489296636
387,0.1578621794871795,0.011455128205128173,-0.10685695313273187,0.400703584151526,-0.507560537284258,Satine,163.2,9.17,16.0,26.0,1858.3,0.05618872549019608
388,0.17599038461538463,0.01566987179487178,0.07569681771201471,0.27484524416656275,-0.19914842645454808,Satine,180.6,10.01,17.0,31.0,1805.6,0.05542635658914729
389,0.17931410256410252,0.016947115384615352,0.023225645244660177,0.32219449156748536,-0.29896884632282517,Satine,209.3,8.19,15.0,25.6,2257.1,0.03913043478260869
390,0.224900641025641,0.019107371794871764,0.03222012195649825,0.3067341015265871,-0.2745139795700888,Satine,204.5,9.2,18.0,32.0,3179.4,0.04498777506112469
391,0.2099919871794872,0.021552884615384627,0.05563718228289496,0.3037577688017552,-0.24812058651886024,Satine,216.6,8.74,17.1,25.1,3279.8,0.04035087719298246
